tipologia_corso	denominazione	classe_laurea	codice	accesso	curriculum	link	keywords
magistrale	COMUNICAZIONE PER L'ENOGASTRONOMIA	LM-92, LM/GASTR	['2288', '2289']	Accesso libero	COMUNICAZIONE PER L'ENOGASTRONOMIA ( LM-92 ), COMUNICAZIONE PER L'ENOGASTRONOMIA (LM-GASTR)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22407&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22386&paginaProvenienza=ricercaSemplice&cid=1137']	["COMUNICAZIONE PER L'ENOGASTRONOMIA (LM-GASTR)", "COMUNICAZIONE PER L'ENOGASTRONOMIA", 'SOCIOLOGIA DEI CONSUMI ALIMENTARI', "LINGUAGGI DELL'ENOGASTRONOMIA", 'FOOD EXPERIENCE', 'ETNOGASTRONOMIA', "STORIA DELL'ALIMENTAZIONE", 'MARKETING E TURISMO ENOGASTRONOMICO', 'MEDIA E ENOGASTRONOMIA', 'TEORIA DEL GUSTO', 'TEORIA E TECNICA DELLA DEGUSTAZIONE ENOGASTRONOMICA', 'I SISTEMI AGROALIMENTARI DI QUALITÀ', 'LE FILIERE MEDITERRANEE: TRADIZIONE, CULTURA, PAESAGGIO E FUTURO', 'Gruppo di attiv. form. opzionali II', 'SEMIOTICA DEL BRAND', 'DESIGN E PACKAGING ALIMENTARE', 'SEMIOTICA DEGLI SPAZI DI CONSUMO', 'ALIMENTAZIONE E SALUTE', "DIRITTO DELL'AGROALIMENTARE", 'TEORIA E TECNICHE DELLA SERIALITÀ', 'ANALISI SENSORIALE E PRODUZIONE VINICOLA', "MANAGEMENT DEL PATRIMONIO CULTURALE E DELL'ENOGASTRONOMIA", 'LABORATORIO DI EXHIBIT DESIGN', 'PROGETTAZIONE COMUNICATIVA', 'TEORIA E TECNICHE DEL LINGUAGGIO AUDIOVISIVO', 'INTERNATIONAL FOOD WRITING', 'TESTUALITÀ ENOGASTRONOMICA', 'Culture e società']
magistrale	COMUNICAZIONE PUBBLICA, D'IMPRESA E PUBBLICITA'	LM-59	['2231']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21612&paginaProvenienza=ricercaSemplice&cid=1137']	["COMUNICAZIONE PUBBLICA, D'IMPRESA E PUBBLICITA'", 'SEMIOTICA DEGLI SPAZI ESPOSITIVI', 'SEMIOTICA DEL BRAND', 'TECNICHE AVANZATE PER LA RICERCA SOCIALE', 'SOCIOLOGIA DEI FENOMENI POLITICI', 'MARKETING DIGITALE', 'Gruppo di attiv. form. opzionali II', 'ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE', 'SOCIOLOGIA DEI CONSUMI E DEGLI STILI DI VITA', 'CRIMINALITÀ ORGANIZZATA E VIOLENZA POLITICA', 'Gruppo di attiv. form. opzionali III', 'PSICOLOGIA SOCIALE', "STORIA DELL'IDEA DI EUROPA E DELL'INTEGRAZIONE EUROPEA", 'COMUNICAZIONE LETTERARIA', 'DESIGN E PACKAGING ALIMENTARE', 'TEORIA E TECNICHE DELLA SERIALITÀ', 'GOVERNANCE E FILOSOFIA POLITICA', 'ANALISI DEI TESTI PUBBLICI', "ECONOMIA DELL'INNOVAZIONE DIGITALE", "FILOSOFIA DELL'ESPERIENZA", 'LINGUISTICA CONTRASTIVA', "MANAGEMENT DEL PATRIMONIO CULTURALE E DELL'ENOGASTRONOMIA", 'CINEMA E FOTOGRAFIA', 'PRATICHE INTERLINGUISTICHE NEI MEDIA', 'LABORATORIO DI DIGITALIZZAZIONE DEL PATRIMONIO CULTURALE', 'LABORATORIO DI EXHIBIT DESIGN', 'TEORIA E TECNICHE DEL LINGUAGGIO AUDIOVISIVO', 'PROGETTAZIONE COMUNICATIVA', 'LABORATORIO DI SCIENZE SOCIALI COMPUTAZIONALI', 'LABORATORIO DI VIRTUAL ARCHAEOLOGY', "LABORATORIO DI TEORIE E TECNICHE DEL SONDAGGIO D'OPINIONE", 'MODULO 1', 'MODULO 2', 'Culture e società']
magistrale	COOPERAZIONE, SVILUPPO E MIGRAZIONI	LM-81	['2232']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21613&paginaProvenienza=ricercaSemplice&cid=1137']	['COOPERAZIONE, SVILUPPO E MIGRAZIONI', 'ANTROPOLOGIA DELLO SVILUPPO', 'STORIA DEL MONDO POST COLONIALE', 'METODI QUANTITATIVI E GIS PER LO STUDIO DEI FENOMENI MIGRATORI', 'DEVELOPMENT AND INEQUALITIES', 'INTERNATIONAL ECONOMICS', 'HUMAN RIGHTS IN DEVELOPMENT AND MIGRATION POLICIES', 'HUMAN RIGHTS CONCEPTS AND THEORY', 'GEOPOLITICS OF MIGRATIONS', 'MIDDLE EAST AND NORTH AFRICA: HISTORY, POLITICS, CULTURES', 'DEMOGRAPHY OF MIGRATIONS', 'ECONOMICS OF MIGRATIONS', 'HISTORY OF INTERNATIONAL RELATIONS', 'Gruppo di attiv. form. opzionali II', 'LEGAL TRADITIONS OF THE WORLD', 'DIRITTO INTERNAZIONALE: DIRITTI FONDAMENTALI E DIRITTO UMANITARIO', 'POLITICHE SOCIALI E GLOBALIZZAZIONE', 'STORIA DELLE ISTITUZIONI POLITICHE INTERNAZIONALI', 'INTERNATIONAL SOCIAL WORK:GLOBAL ISSUES IN MIGRATIONS AND DEVELOPMENT', 'Culture e società']
magistrale	DATA, ALGORITHMS, AND MACHINE INTELLIGENCE	LM-18	['2270']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22767&paginaProvenienza=ricercaSemplice&cid=1137']	['DATA, ALGORITHMS, AND MACHINE INTELLIGENCE', 'MULTISENSORY DATA EXPLORATION', 'KNOWLEDGE REPRESENTATION AND REASONING', 'DATA ENCRYPTION AND CODES', 'PATTERN DISCOVERY FOR LIFE SCIENCES', 'BIG DATA MANAGEMENT', 'INFORMATION THEORY AND DATA COMPRESSION', 'COMBINATORIAL AND PROBABILISTIC ALGORITHMS', 'COMPLEX NETWORKS', 'CLOUD AND HIGH PERFORMANCE COMPUTING', 'ARTIFICIAL INTELLIGENCE AND DEEP LEARNING', 'Gruppo di attiv. form. opzionali II', 'MACHINE INTELLIGENCE FOR OPTIMIZATION', 'INFORMATION RETRIEVAL AND NATURAL LANGUAGE PROCESSING', 'Matematica e Informatica']
magistrale	DESIGN E CULTURA DEL TERRITORIO	LM-12	['2212']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21946&paginaProvenienza=ricercaSemplice&cid=1137']	['DESIGN E CULTURA DEL TERRITORIO', 'CULTURA E METODI DI NARRAZIONE CINEMATOGRAFICA', 'BIODIVERSITÀ E QUALITÀ DEL SISTEMA AGROALIMENTARE', 'LABORATORIO DI BIOMATERIALI E COMPONENTI PER IL DESIGN', 'RAPPRESENTAZIONE DIGITALE PER IL WEB', 'LABORATORIO DI VISUAL E GRAPHIC DESIGN', 'LABORATORIO PER LE TECNOLOGIE SOSTENIBILI', "LABORATORIO DI DESIGN PER L'AGROALIMENTARE (MOD)", "SEMIOTICA DELL'ALIMENTAZIONE E DEL GUSTO (MOD)", 'VALORIZZAZIONE ECONOMICA E IMPRENDITORIALE DEL DESIGN', 'LABORATORIO DI ARCHITETTURA DEGLI SPAZI ESPOSITIVI ED EVENTI', "STORIA DELL'ARCHITETTURA DEGLI SPAZI ESPOSITIVI", 'LABORATORIO DI DESIGN PER IL TERRITORIO (MODULO)', 'DESIGN FOR MANUFACTURING', 'STRATEGIE E SERVIZI PER LO SVILUPPO TERRITORIALE', 'Architettura']
magistrale	DIGITAL HUMANITIES PER L'INDUSTRIA CULTURALE	LM-43	['2299']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22106&paginaProvenienza=ricercaSemplice&cid=1137']	["DIGITAL HUMANITIES PER L'INDUSTRIA CULTURALE", 'SCRITTURA E TESTUALITÀ DEL MONDO DIGITALE', 'DIRITTO DIGITALE', 'FONDAMENTI DI INFORMATICA', 'FONDAMENTI DI PROGRAMMAZIONE (MODULO)', 'RETI DI CALCOLATORI E INTERNET / PROGRAMMAZIONE WEB', 'DIDATTICA DIGITALE E SERIOUS GAME', 'NATURAL LANGUAGE PROCESSING', 'INTELLIGENZA ARTIFICIALE E MACHINE LEARNING', 'DATA ANALYTICS AND STORAGE', 'LETTERATURA E FILOLOGIA DIGITALE DEI TESTI CONTEMPORANEI', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'ARCHIVISTICA', 'MUSEOLOGIA E METODI DIGITALI PER GALLERIE, ARCHIVI E MUSEI', 'LETTERATURA ITALIANA E RISORSE DIGITALI', "STORIA DELL'OPINIONE PUBBLICA", 'CINEMA E NUOVI MEDIA', 'ESTETICA DEI NUOVI MEDIA', 'LINGUAGGI E COMUNICAZIONE NELL’ERA DIGITALE', 'LETTERATURA ITALIANA CONTEMPORANEA E MEDIAZIONE EDITORIALE', 'TEMI E FORME DELLA LETTERATURA ITALIANA CONTEMPORANEA (MODULO)', 'Scienze Umanistiche']
magistrale	ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING (FULLY ONLINE)	LM-27, LM-29	['2257', '2258']	Accesso liberoIntegralmente a distanza	ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING (LM-27), ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING (LM-29)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21851&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21852&paginaProvenienza=ricercaSemplice&cid=1137']	['ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING (LM-29)', 'ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING (FULLY ONLINE)', 'DIGITAL COMMUNICATIONS', 'ANTENNAS AND WIRELESS SYSTEMS', 'DIGITAL SIGNAL PROCESSING', 'DATA ANALYSIS', 'APPLIED ELECTRONICS', 'OPTOELECTRONIC DEVICES', 'OPTICAL COMMUNICATIONS', 'ELECTRONIC PROGRAMMABLE SYSTEMS', 'ELECTRONIC INSTRUMENTS AND MEASUREMENTS FOR TELECOMMUNICATIONS', 'CELLULAR NETWORKS AND 5G', 'CYBERSECURITY', 'MICROWAVE AND TERAHERTZ COMMUNICATIONS', 'Ingegneria']
magistrale	ELECTRONICS ENGINEERING	LM-29	['2234']	Accesso libero	BIOELECTRONICS, ELECTRONICS FOR ROBOTICS AND MECHATRONICS, MODERN ELECTRONICS, TELECOMMUNICATIONS	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21909&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21908&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21906&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21907&paginaProvenienza=ricercaSemplice&cid=1137']	['TELECOMMUNICATIONS', 'ELECTRONICS ENGINEERING', 'CYBERSECURITY', 'INDUSTRIAL ELECTRONICS AND LABORATORY', 'APPLIED ELECTRONICS AND LABORATORY', 'ELECTRONIC PROGRAMMABLE SYSTEMS', 'ELECTRONIC INSTRUMENTS AND MEASUREMENTS FOR AUTOMATION AND TELECOMM.', 'ANTENNAS AND WIRELESS SYSTEMS', 'MICROWAVE COMPONENTS', 'MICROWAVE CIRCUITS', 'Gruppo di attiv. form. opzionali II', 'WIRELESS NETWORKS', 'DIGITAL COMMUNICATIONS', 'METODI DI ELABORAZIONE DEI SEGNALI', 'DIGITAL SIGNAL PROCESSING', 'PHOTOVOLTAIC DEVICES AND TECHNOLOGIES', 'OPTOELECTRONIC DEVICES', 'MACHINE LEARNING', 'ELETTRONICA DEI SISTEMI EMBEDDED', 'Ingegneria']
magistrale	FISICA	LM-17	['2020']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22766&paginaProvenienza=ricercaSemplice&cid=1137']	['FISICA', 'MECCANICA QUANTISTICA AVANZATA', 'INTERAZIONE RADIAZIONE-MATERIA', 'SPETTROSCOPIA CON LABORATORIO', 'STATISTICAL PHYSICS', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'DIDATTICA DELLA FISICA', 'CHIMICA FISICA DEI MATERIALI', 'LABORATORY OF NUCLEAR AND SUBNUCLEAR PHYSICS', 'STAR FORMATION AND MAIN SEQUENCE', 'POST MAIN SEQUENCE STARS AND SUPERNOVAE', 'COMPLEX NETWORKS', 'ASTROPHYSICS - LABORATORY', 'NANO-PARTICLES AND NANO-STRUCTURES', 'PHYSICS OF COMPLEX SYSTEMS', 'HIGH ENERGIES ASTROPHYSICS WITH LABORATORY', 'QUANTUM OPTICS', 'SUN-EARTH INTERACTION', 'SOLAR PHYSICS', 'GAUGE THEORIES', 'RADIATION DETECTORS WITH LAB', 'LAB OF PHYSICAL CHARACTERIZATION AND BIOSIGNAL PROCESSING', 'LAB OF TIME-RESOLVED SPECTROSCOPY', 'LAB OF RAMAN SPECTROSCOPY AND PARAMAGNETIC RESONANCE', 'LAB OF BIOPHOTONICS', 'INTRODUCTION TO BIOPHOTONICS AND WET LAB', 'QUANTUM THERMODYNAMICS', 'NON-EQUILIBRIUM QUANTUM THERMODYNAMICS', 'METODI E MODELLI MATEM.PER LE APPLIC.', 'STRUCTURE OF MATTER - ADVANCED COURSE', 'TEORIA DEI CAMPI', 'COMPUTATIONAL PHYSICS WITH LABORATORY', 'BIOPHYSICS', 'FISICA DEGLI STATI CONDENSATI', 'ASTROFISICA', 'THEORY OF GENERAL RELATIVITY', 'Fisica e Chimica - Emilio Segrè']
magistrale	GEORISCHI E GEORISORSE	LM-74	['2229']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22726&paginaProvenienza=ricercaSemplice&cid=1137']	['GEORISCHI E GEORISORSE', 'GEOCHIMICA APPLICATA', 'MECCANICA DELLE ROCCE', 'GEOLOGIA TECNICA', 'GEOFISICA APPLICATA', 'GEOLOGIA STRUTTURALE CON ATTIVITÀ DI CAMPO', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'MORFOTETTONICA', 'GEOMORFOLOGIA APPLICATA E RISCHIO IDROGEOLOGICO', 'PETROGRAFIA APPLICATA', 'RISCHIO VULCANICO', 'MICROPALEONTOLOGIA', 'PETROGRAFIA DEL SEDIMENTARIO', 'SEDIMENTOLOGIA', 'SISMOLOGIA', 'CARSOLOGIA E SPELEOLOGIA', 'PETROLOGIA DEL VULCANICO CON ATTIVITÀ SUL CAMPO', 'RISCHIO IDRAULICO E SISTEMAZIONI IDRAULICO-FORESTALI', 'ANALISI GIS E CARTOGRAFIA TEMATICA', 'ACCESSO E GESTIONE GEODATI', 'GEOTERMIA ED ENERGIE RINNOVABILI', 'BASIN ANALYSIS APPLIED TO NATURAL RESOURCE STUDIES', 'CLIMATE CHANGE', 'GEOCHIMICA ISOTOPICA', 'GEOLOGIA AMBIENTALE E ANALISI GIS', 'SORVEGLIANZA ATTIVITÀ VULCANICA', 'PLANETOLOGIA E VULCANISMO PLANETARIO', 'GEOFISICA PER PROVE NON DISTRUTTIVE', 'GEOCHIMICA DELLE ACQUE INTERNE E MARINE', 'RISCHIO SISMICO E MICROZONAZIONE', 'INTRODUZIONE ALLA GEMMOLOGIA', 'GEOLOGIA MARINA E RISCHIO MARINO COSTIERO', 'CICLOSTRATIGRAFIA E CORRELAZIONI STRATIGRAFICHE', 'Scienze della Terra e del Mare']
magistrale	IMPRENDITORIALITA' E QUALITA' PER IL SISTEMA AGROALIMENTARE	LM-69	['2150']	Accesso libero	GESTIONE DELL'IMPRESA E VALORIZZAZIONE DELLA QUALITÀ, GESTIONE DELL'IMPRESA ZOOTECNICA	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21990&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21991&paginaProvenienza=ricercaSemplice&cid=1137']	["GESTIONE DELL'IMPRESA ZOOTECNICA", "IMPRENDITORIALITA' E QUALITA' PER IL SISTEMA AGROALIMENTARE", 'PRODUZIONI E BENESSERE DEGLI ANIMALI', 'MACCHINE E IMPIANTI ZOOTECNICI', 'GESTIONE DELLE ACQUE REFLUE DEGLI IMPIANTI AGRO-ZOOTECNICI', 'QUALITÀ DEI PRODOTTI DI ORIGINE ANIMALE', 'CONTAMINAZIONI MICOTICHE DEGLI ALIMENTI', 'MIGLIORAMENTO GENETICO DEGLI ANIMALI IN PRODUZIONE', 'NUTRIZIONE E ALIMENTAZIONE DEGLI ANIMALI', 'ECONOMIA DI MERCATO E MARKETING DEI PRODOTTI AGRO-ZOOTECNICI', 'ECONOMIA E STRATEGIE DI IMPRESA', 'FORAGGICOLTURA E ALPICOLTURA IN BIOLOGICO', 'MICROBIOLOGIA DEI PRODOTTI DI ORIGINE ANIMALE', 'POLITICA AGRICOLA DELLA U.E.', 'ENTOMOLOGIA ZOOTECNICA E ALLEVAMENTO DI INSETTI', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	INGEGNERIA AEROSPAZIALE	LM-20	['2024']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21808&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA AEROSPAZIALE', 'CONTROLLI AUTOMATICI', 'GASDINAMICA', 'TECNOLOGIE DELLA PRODUZIONE AERONAUTICA', 'STRUTTURE AEROSPAZIALI', 'AIRCRAFT CONCEPTUAL DESIGN', 'AEROSPACE PROPULSION', 'DINAMICA DEL VOLO', 'AEROELASTICITY', 'ANALISI SPERIMENTALE DELLE TENSIONI', 'PROGETTAZIONE DI PROCESSO', 'MOBILE AND DISTRIBUTED ROBOTICS', 'ADDITIVE MANUFACTURING', "CORROSIONE E PROTEZIONE DEI MATERIALI PER L'AEROSPAZIO", "SCIENZA E TECNOLOGIA DEI  MATERIALI COMPOSITI PER L'ING. AEROSPAZIALE", 'MACHINE LEARNING', 'DATA ANALYTICS', 'COMPUTATIONAL FLUID DYNAMICS', 'Ingegneria']
magistrale	INGEGNERIA BIOMEDICA	LM-21	['2236']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22492&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA BIOMEDICA', 'ADVANCED BIOMECHANICAL MODELLING', 'MISURE MECCANICHE E TERMICHE PER LA BIOMEDICA', 'HEALTHCARE OPERATIONS MANAGEMENT', 'MECHANOBIOLOGY OF LIVING TISSUES', 'TISSUE ENGINEERING', 'STATISTICAL ANALYSIS OF BIOMEDICAL SIGNALS', 'ADVANCED TECHNOLOGIES OF REGENERATIVE MEDICINE', 'STRUMENTAZIONE DIAGNOSTICA PER IMMAGINI', 'Gruppo di attiv. form. opzionali II', 'INTELLIGENT DATA ANALYSIS', 'BIOMECCANICA COMPUTAZIONALE E SPERIMENTALE DI PROTESI E ORTESI', 'BIOMATERIALI', 'FENOMENI DI TRASPORTO NEI SISTEMI BIOLOGICI', 'INDUSTRIAL ROBOTICS', 'BIOMEDICAL ELECTRONICS', 'BIOFLUIDODINAMICA NUMERICA', 'BIOCOMPATIBILITÀ E BIODEGRADAZIONE DEI MATERIALI POLIMERICI', 'BIOCOMPATIBILITÀ E BIODEGRADAZIONE DEI MATERIALI METALLICI E CERAMICI', 'BIOMECCANICA DEI TESSUTI', 'PERSONAL AREA NETWORK', 'ROBOTICA MEDICA', 'Ingegneria']
magistrale	INGEGNERIA CHIMICA	LM-22	['2025']	Accesso libero	INGEGNERIA DEI MATERIALI, INGEGNERIA DEI PROCESSI ALIMENTARI, INGEGNERIA DEI PROCESSI SOSTENIBILI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21810&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21811&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21809&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA DEI PROCESSI SOSTENIBILI', 'INGEGNERIA CHIMICA', 'INDUSTRIAL CHEMICAL AND BIOCHEMICAL PROCESSES', 'SUSTAINABLE INDUSTRIAL PROCESSES', 'GREEN CHEMISTRY FOR SUSTAINABLE PROCESSES', 'ADVANCED UNIT OPERATIONS', 'BIOCHEMICAL PLANT AND OPERATIONS', 'MACCHINE', 'PLANT DESIGN FOR PROCESS SUSTAINABILITY', 'CHEMICAL AND BIOCHEMICAL REACTORS', 'CHEMICAL AND BIOCHEMICAL PROCESS CONTROL', 'CONCEPTUAL DESIGN OF CHEMICAL AND BIOCHEMICAL PROCESSES', 'SICUREZZA INDUSTRIALE', 'MODELS FOR THERMOFLUID DYNAMICS', 'ADVANCED CHEMICAL AND BIOCHEMICAL PLANT DESIGN', 'POLYMERS AND COMPOSITES FOR SUSTAINABLE APPLICATIONS', "CHIMICA APPL.ALLA TUTELA DELL'AMBIENTE", 'INDUSTRIAL POLYMERIZATION PROCESSES', 'PROCESS DYNAMICS SIMULATION AND CONTROL', 'Ingegneria']
magistrale	INGEGNERIA CIVILE	LM-23	['2274']	Accesso libero	GEOTECNICA, IDRAULICA, INFRASTRUTTURE VIARIE E TRASPORTI, STRUTTURE	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21846&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21849&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21848&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21847&paginaProvenienza=ricercaSemplice&cid=1137']	['STRUTTURE', 'INGEGNERIA CIVILE', 'ACQUEDOTTI E FOGNATURE', 'PIANIFICAZIONE URBANISTICA', 'VIBRATIONS', 'TECNICA STRADALE, FERROVIARIA E AEROPORTUALE', 'DESIGN OF STEEL AND CONCRETE STRUCTURES', 'SANITARY AND ENVIRONMENTAL ENGINEERING', 'ADVANCED GEOMECHANICS', 'FONDAZIONI E OPERE DI SOSTEGNO', 'DESIGN OF STRUCTURES IN SEISMIC AREA', 'Gruppo di attiv. form. opzionali II', 'TEORIA E PROGETTO DI PONTI', 'RIABILITAZIONE STRUTTURALE CON TECNICHE TRADIZIONALI E INNOVATIVE', 'MECCANICA COMPUTAZIONALE DELLE STRUTTURE', 'ANALISI NON LINEARE DELLE STRUTTURE', 'Ingegneria']
magistrale	INGEGNERIA DEI SISTEMI CIBER-FISICI PER L'INDUSTRIA	LM-25	['2254']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21850&paginaProvenienza=ricercaSemplice&cid=1137']	["INGEGNERIA DEI SISTEMI CIBER-FISICI PER L'INDUSTRIA", 'ADVANCED & ADDITIVE MANUFACTURING', 'FONDAMENTI DI MECCANICA', 'DINAMICA DEI SISTEMI MECCANICI', 'INDUSTRIAL ROBOTICS', 'MOBILE AND DISTRIBUTED ROBOTICS', 'MACHINE LEARNING', 'DATA ANALYTICS AND STORAGE', 'AUTOMATIC MEASUREMENT SYSTEMS', 'SENSORS', 'ESTIMATION, FILTERING AND SYSTEM IDENTIFICATION', 'ELECTRONICS FOR INDUSTRIAL IOT', 'DIGITAL CONTROL', 'INDUSTRIAL ELECTRICAL DRIVES', 'Gruppo di attiv. form. opzionali II', 'CYBERSECURITY', 'IOT E CLOUD SECURITY', 'PROCESS AND SYSTEM SIMULATION', 'QUALITY CONTROL', 'SUPPLY CHAIN MANAGEMENT IN INDUSTRY 4.0', 'TECNICHE DI MODELLAZIONE E VISUALIZZAZIONE AVANZATE', 'Ingegneria']
magistrale	INGEGNERIA DEI SISTEMI EDILIZI	LM-24	['2027']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21866&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA DEI SISTEMI EDILIZI', 'PROGETTI DI RECUPERO E CONSERVAZIONE DEGLI EDIFICI', 'STRUCTURAL MODELING', 'VIBRATIONS', "BUILDING MATERIALS' DECAY AND DIAGNOSTICS", 'ARCHITETTURA TECNICA E INNOVAZIONE TECNOLOGICA', 'LABORATORIO PROGETTUALE', 'METODI DI ANALISI E CRITERI DI PROGETTO', 'DESIGN OF STEEL AND CONCRETE STRUCTURES', "IMPIANTI TECNICI PER L'EDILIZIA", 'CORROSION AND PROTECTION OF METALLIC MATERIALS FOR BUILDING', 'INNOVATIVE TECHNOLOGIES AND MATERIALS FOR BUILDING', 'COSTRUZIONI IN MURATURA', 'COSTRUZIONI IN CEMENTO ARMATO', 'Ingegneria']
